date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-03-09;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;807.0;0.0;1
2024-03-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;752.0;0.0;1
2024-03-09;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;208.0;0.0;1
2024-03-09;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;635.0;0.0;1
2024-03-09;Nurseries;Fees for childcare services;Other Expenses;Direct debit;372.0;0.0;1
2024-03-09;Housing Rent;Rental payments for housing accommodations;Other Expenses;Direct debit;1100.0;0.0;1
2024-03-09;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;736.0;0.0;1
2024-03-09;Property Maintenance;;Other Expenses;Others;65.0;0.0;1
2024-03-09;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;610.0;0.0;1
2024-03-09;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;58.0;0.0;1
2024-03-09;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;4000.0;1
2024-03-10;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment ;394.0;0.0;1
2024-03-10;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;98.0;0.0;1
2024-03-10;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;327.0;0.0;1
2024-03-10;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;697.0;0.0;1
2024-03-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;916.0;0.0;1
2024-03-10;Home Ownership;;Other Expenses;Others;531.0;0.0;1
2024-03-10;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;767.0;0.0;1
2024-03-10;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;212.0;0.0;1
2024-03-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;806.0;0.0;1
2024-03-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;745.0;0.0;1
2024-03-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;898.0;0.0;1
2024-03-10;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;118.0;0.0;1
2024-03-10;Planning;Fees for planning applications or permits;Other Expenses;Online banking;572.0;0.0;1
2024-03-11;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;896.0;0.0;1
2024-03-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;347.0;0.0;1
2024-03-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;66.0;0.0;1
2024-03-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;803.0;0.0;1
2024-03-11;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;645.0;0.0;1
2024-03-11;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;157.0;0.0;1
2024-03-11;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;812.0;0.0;1
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;436.0;0.0;1
2024-03-11;Home Ownership;;Other Expenses;Others;589.0;0.0;1
2024-03-11;Property Maintenance;;Other Expenses;Others;785.0;0.0;1
2024-03-11;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;726.0;0.0;1
2024-03-11;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;333.0;0.0;1
2024-03-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;684.0;0.0;1
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;12.0;0.0;1
2024-03-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;889.0;0.0;1
2024-03-11;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;1
2024-03-11;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;1
2024-03-11;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;47.0;0.0;1
2024-03-11;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;673.0;0.0;1
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;309.0;0.0;1
2024-03-11;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;137.0;0.0;1
2024-03-11;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;1
2024-03-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;194.0;0.0;1
2024-03-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;1
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;1
2024-03-12;Meals;Charges for meals;Other Expenses;Online payment;538.0;0.0;1
2024-03-12;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;49.0;0.0;1
2024-03-12;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;764.0;0.0;1
2024-03-12;Planning;Fees for planning applications or permits;Other Expenses;Online banking;289.0;0.0;1
2024-03-12;Nurseries;Fees for childcare services;Other Expenses;Direct debit;910.0;0.0;1
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;512.0;0.0;1
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;741.0;0.0;1
2024-03-12;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;89.0;0.0;1
2024-03-12;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;57.0;0.0;1
2024-03-13;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;1
2024-03-13;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;785.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;233.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;692.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;411.0;0.0;1
2024-03-13;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;173.0;0.0;1
2024-03-13;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;644.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;333.0;0.0;1
2024-03-13;Home Ownership;;Other Expenses;Others;4.94;0.0;1
2024-03-13;Planning;Fees for planning applications or permits;Other Expenses;Online banking;572.0;0.0;1
2024-03-13;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;905.0;0.0;1
2024-03-13;Home Ownership;;Other Expenses;Others;978.16;0.0;1
2024-03-13;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;1
2024-03-13;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;42.0;0.0;1
2024-03-13;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;673.0;0.0;1
2024-03-13;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;433.0;0.0;1
2024-03-14;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;57.0;0.0;1
2024-03-14;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;896.0;0.0;1
2024-03-14;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;698.0;0.0;1
2024-03-14;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;154.0;0.0;1
2024-03-14;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;823.0;0.0;1
2024-03-14;Planning;Fees for planning applications or permits;Other Expenses;Online banking;377.0;0.0;1
2024-03-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;221.0;0.0;1
2024-03-14;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;936.68;0.0;1
2024-03-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;365.0;0.0;1
2024-03-14;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;249.0;0.0;1
2024-03-14;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;178.0;0.0;1
2024-03-15;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;418.0;0.0;1
2024-03-15;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;309.0;0.0;1
2024-03-15;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;687.0;0.0;1
2024-03-15;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;214.0;0.0;1
2024-03-15;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;831.0;0.0;1
2024-03-15;Home Ownership;;Other Expenses;Others;442.0;0.0;1
2024-03-15;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;766.0;0.0;1
2024-03-15;Nurseries;Fees for childcare services;Other Expenses;Direct debit;283.0;0.0;1
2024-03-15;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;625.0;0.0;1
2024-03-15;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;176.0;0.0;1
2024-03-15;Planning;Fees for planning applications or permits;Other Expenses;Online banking;938.0;0.0;1
2024-03-15;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;366.0;0.0;1
2024-03-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;326.0;0.0;1
2024-03-15;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;771.0;0.0;1
2024-03-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;41.0;0.0;1
2024-03-15;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;28.0;0.0;1
2024-03-15;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;821.0;0.0;1
2024-03-15;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;237.0;0.0;1
2024-03-15;Home Ownership;;Other Expenses;Others;504.0;0.0;1
2024-03-16;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;498.0;0.0;1
2024-03-16;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;632.0;0.0;1
2024-03-16;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;311.0;0.0;1
2024-03-16;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;879.0;0.0;1
2024-03-16;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment ;98.0;0.0;1
2024-03-16;Property Maintenance;;Other Expenses;Others;741.0;0.0;1
2024-03-16;Nurseries;Fees for childcare services;Other Expenses;Direct debit;209.0;0.0;1
2024-03-16;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;644.0;0.0;1
2024-03-16;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;875.0;0.0;1
2024-03-16;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;276.0;0.0;1
2024-03-16;Planning;Fees for planning applications or permits;Other Expenses;Online banking;289.0;0.0;1
2024-03-16;Nurseries;Fees for childcare services;Other Expenses;Direct debit;89.0;0.0;1
2024-03-16;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;372.0;0.0;1
2024-03-16;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;365.0;0.0;1
2024-03-17;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;537.0;0.0;1
2024-03-17;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;692.0;0.0;1
2024-03-17;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;184.0;0.0;1
